%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 119 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6295742531087714
%.kernel.kernels[0].lengthscales: [  0.51556398   0.83549776   1.02137618   1.88383657   1.17389732   1.49690591   1.64531543   0.98623127   1.52874677   1.17209423   1.78116442 228.00481396   2.62928727   0.73692999   0.65217057   1.96055514   0.60078923   1.54640415   0.97628583]
%.kernel.kernels[1].variance: 0.02713284288510828
%.likelihood.variance: 0.8516747811412062
%loglikelihood: -6537.233668194998
%RMSE:1.527
%Pearson_correlation_coefficient:0.746,P-value:0.000
%Spearman_correlation_coefficient:0.746,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA,PEOE_VSA3,NOCount,PEOE_VSA6,cc_A.HD_4
1r5y,-0.5398,1.1186,0.0065,-1.0255,-0.9467,-0.1098,-0.4223,-0.0749,-0.3716,-0.0475,1.0991,-0.1965,0.2215,-0.656,-0.0641,-1.0089,-0.591,-0.9677,-0.2381,-0.6265,-0.9016,-0.6375
1sln,1.2442,1.3527,0.1865,0.4659,0.7301,-0.9819,0.691,0.2526,0.8007,0.5157,0.3784,1.0599,-1.1952,0.926,0.4925,0.0252,0.292,-0.1672,-0.8144,0.4683,1.044,-0.6375
1uto,-2.4990,0.1576,-4.1835,-1.436,-1.1944,0.0084,-0.971,0.3714,-0.1436,-1.1737,-0.8766,-1.989,1.1409,-1.1073,-1.0442,-0.8437,-0.9425,-1.2346,-0.8144,-1.5023,0.3144,-0.6375
1w3k,-1.0057,0.9562,-2.1535,-0.237,-0.6567,-1.8615,-1.214,-0.0156,-1.2618,0.4889,2.0287,-1.5753,1.4574,-0.712,0.6737,-1.2831,1.17,1.167,-0.8144,0.4683,-0.9016,2.1807
1w3l,-1.0289,1.6983,-0.1735,0.6733,0.0411,-2.5318,-1.214,-0.3483,-1.2618,2.6341,2.4626,-1.3745,1.3067,-0.712,8.7667,-1.2831,2.6924,2.5012,-0.8144,1.563,-0.9016,2.6504
1w4o,-1.8072,0.4738,-1.2335,-0.7145,-0.4945,-0.7093,-1.214,-0.0386,-0.2287,-0.557,0.6618,-0.0445,0.4175,1.2352,0.2175,-0.6942,-0.3752,1.167,0.2631,0.6872,-0.9016,0.0671
1xd0,-1.2512,1.5983,0.6665,2.043,1.7599,-3.7373,-0.9148,-0.7398,-1.2618,1.2397,2.1895,-1.0758,1.0354,-0.6857,1.2534,0.0209,6.0856,4.9028,-0.8144,3.5335,-0.9016,1.711
1yc1,-0.4578,0.8867,-0.2835,0.519,-0.0686,0.4208,0.342,-0.6269,0.0344,0.4352,-0.6879,-0.1503,-1.0144,0.9174,-0.1497,-0.125,0.5234,0.3665,-0.8144,0.0304,-0.3826,-0.6375
1z95,1.5515,0.8550,0.6665,0.7615,-0.0727,0.7505,0.9326,-0.0739,0.5899,-0.262,-0.6256,0.6203,-0.4793,-0.4539,-0.5223,-0.6785,-0.6537,-0.1672,0.6667,-0.4075,-0.9016,-0.6375
1zea,-1.0928,1.7110,-1.2335,1.0454,3.1498,-3.1182,0.3918,-0.176,0.2355,1.5347,0.0405,1.45,-4.0589,0.9932,0.9179,2.6482,4.453,3.0349,-0.2381,4.4093,0.1364,2.8852
2cbj,0.3477,0.4349,1.8165,-0.2476,-0.3886,-0.3936,-0.461,-0.2048,-0.3175,-0.2352,0.6598,0.0553,-0.2683,0.1036,0.0744,-0.4804,0.2644,0.6333,-0.26,0.4683,-0.172,0.7716
2fvd,1.2169,1.1548,2.0665,0.5896,0.1453,0.2985,-0.1295,-0.5329,0.0203,0.5693,-0.5026,1.072,-0.3964,0.4026,-0.4076,0.6578,-0.3254,-0.1672,2.2486,0.2493,-0.9016,0.7716
2g70,-0.3270,0.5757,1.3165,-0.7128,-0.8608,-0.2676,-0.971,0.0031,-0.0313,-0.3156,-0.7178,-0.5594,0.6586,-0.7489,-0.7033,0.0071,-0.6541,-0.9677,-0.8144,-0.6265,-0.6584,0.0671
2hb1,-2.8336,0.5770,-2.6535,-1.0227,-1.2539,-0.444,-0.5183,0.0178,-0.8022,-0.5033,-0.3225,-0.7664,0.945,0.9536,-0.2164,-1.0249,0.2132,0.0996,-0.8144,-0.6265,-0.9016,-0.6375
2iwx,0.7369,0.4964,0.2265,0.0422,-0.2722,1.0741,-0.1007,0.1014,-0.1898,-0.557,-0.8227,0.42,0.2441,0.5228,-0.5358,0.8159,-0.3752,0.0996,-0.26,-0.6265,0.309,-0.6375
2j62,1.5281,1.0864,4.8865,0.6544,0.0844,0.0945,-0.4144,-0.3152,0.4094,0.1671,0.7486,0.5138,0.0859,-0.7061,0.088,0.0255,0.2539,-0.1672,-0.2381,-0.1886,0.866,-0.6375
2jdm,0.0632,0.2423,-1.0535,-1.2678,-1.1983,-0.6111,-0.9148,0.4658,-1.2618,-0.5838,1.5711,-1.8861,1.6081,-0.777,-0.2387,-0.7456,0.2292,0.0996,-0.8144,-0.6265,-0.9016,-0.6375
2jdu,0.0609,0.3708,0.2665,-1.2774,-1.1983,-0.6111,-0.9148,0.4658,-1.2618,-0.5033,1.9375,-1.8861,1.6081,-0.777,-0.0267,-0.7456,0.2292,0.0996,-0.8144,-0.6265,-0.9016,-0.6375
2jdy,-0.2160,0.7784,-2.0835,-1.248,-1.1823,-0.9277,-1.214,0.4884,-1.2618,-0.2888,1.8445,-1.8688,1.578,-0.712,0.2273,-0.9438,0.5428,0.3665,-0.8144,-0.4075,-0.9016,-0.6375
2obf,1.0777,0.7788,2.3965,0.2297,-0.1669,0.2087,0.6124,-0.4448,0.565,0.4352,-0.5045,0.4153,0.5531,-0.7489,0.5278,-0.0592,-0.6541,-0.434,0.159,-0.6265,-0.1915,0.0671
2ole,1.0151,1.3255,0.7965,0.0406,0.2131,0.7003,0.6557,-0.3532,0.9535,-0.4229,-0.6294,1.156,-0.404,-1.1386,0.2896,0.8708,-0.9425,-0.7009,1.2879,-0.6265,-0.172,1.9458
2p4y,0.8760,1.3396,2.5465,1.468,0.9707,1.6761,1.4748,-0.731,0.9468,-0.2352,-0.8862,0.4979,-1.5419,1.2386,-0.7188,1.0536,0.7449,0.0996,-0.8144,0.0304,-0.2271,-0.6375
2pcp,0.4441,0.8591,2.2465,-0.3479,-0.4121,0.7613,0.1777,-0.1163,-0.1436,-0.5033,-1.0803,-1.316,1.1409,-1.2044,-0.5694,0.6568,-0.9929,-1.2346,-0.8144,-1.5023,0.5709,-0.6375
2qbp,1.1019,0.6788,1.9465,0.6878,0.716,0.5029,1.0522,-0.7446,0.9041,0.4084,-0.2402,0.6764,-0.4492,0.9536,-0.1612,0.5684,0.5391,0.6333,0.6569,0.2493,0.8008,-0.6375
2qbr,-1.2248,0.7758,-0.1235,-0.0661,-0.0871,0.5663,0.4955,-0.5474,0.9041,-0.1279,-0.3638,-0.3177,-0.3813,0.9536,-0.0911,-0.6957,0.5391,0.0996,-0.8144,-0.4075,0.8008,-0.6375
2qmj,-1.6451,0.7888,-2.2435,0.8412,0.9594,-3.0916,-0.407,-0.557,-0.8985,0.5157,1.4632,-1.2032,0.9902,-0.712,0.5738,-1.0848,4.5632,3.5686,-0.8144,2.4388,-0.9016,1.4761
2r23,-1.0450,1.1912,-2.7335,-0.0807,0.0842,-2.6618,-1.214,0.3298,-0.8685,-0.0206,1.1332,0.4046,0.4024,0.9309,1.0626,-0.8437,3.5944,3.0349,-0.8144,1.782,-0.658,0.0671
2v00,-2.2535,0.6281,-2.7935,-0.7572,-0.7117,0.2137,-0.4144,-0.1992,0.5469,-0.2888,0.0622,-0.2094,0.1763,-0.9764,-0.6156,-0.7275,-0.9421,-0.9677,-0.2381,-0.8454,0.3144,-0.6375
2v7a,1.9379,0.6187,1.8465,0.6496,0.7936,0.2412,0.0846,-0.9859,1.1376,-0.1279,-0.6052,0.7685,-1.0219,-1.0032,-0.5502,-0.1332,0.2255,-0.434,-0.8144,0.2493,0.3144,-0.4026
2vl4,-1.0637,0.2478,-0.4435,-1.0627,-1.2037,-1.3038,-1.214,0.6124,-1.2618,-0.5033,1.5241,-1.8398,1.6081,-0.6883,-0.0012,-1.217,0.2868,-0.1672,-0.8144,-0.6265,-0.9016,2.4155
2vo5,0.5941,1.1474,-1.5635,-0.2316,-0.4411,-0.7779,-1.214,-0.2549,-0.1436,-0.0475,1.2263,-1.3956,1.0203,-0.6859,-0.1614,0.0909,0.2616,-0.1672,-0.8144,-0.6265,0.3144,2.1807
2vot,1.8097,1.2391,0.6865,0.0716,-0.3771,-0.1991,-0.6862,-0.4544,0.2355,0.8106,1.3416,-1.5409,0.3044,-0.7061,0.9067,-0.7113,0.5675,-0.1672,-0.2381,-0.1886,-0.172,2.4155
2vvn,0.4789,0.5475,0.8465,-0.4191,-0.9329,-0.5969,-0.9148,-0.2653,-1.2618,-0.3424,0.1084,-1.6796,1.5026,-0.712,-0.0247,-0.6395,0.2644,-0.1672,-0.8144,-0.4075,-0.4282,0.3019
2vw5,1.0187,1.3828,2.0665,0.437,0.8692,1.3107,2.0269,0.7445,0.2054,0.0866,-0.2481,0.7752,-0.3813,0.5334,-0.2606,1.8925,0.5926,0.3665,-0.26,0.0304,0.4129,-0.6375
2w66,-0.6749,0.7103,-2.4035,-0.5043,-0.8901,-1.5196,-1.214,0.936,-1.2618,-0.1279,0.8212,-0.0576,1.2087,-0.75,0.3321,-0.7545,0.6127,0.0996,-0.8144,-0.1886,-0.9016,1.2413
2wbg,0.0031,0.6144,-2.0035,-0.0413,-0.3692,-0.1927,-0.9357,-0.1338,-1.2618,1.0788,0.9824,-1.557,1.0882,0.0422,0.592,0.0213,0.252,0.0996,-0.2371,-0.1886,0.6567,1.4761
2wca,-0.2708,0.5995,-0.8535,-0.3913,-0.1893,-0.1532,-0.1827,-0.1413,-0.3175,-0.691,0.2389,0.3225,-0.2683,0.1036,-0.1428,-0.2391,0.2644,0.6333,-0.26,0.4683,0.1038,0.3019
2weg,0.5632,0.4230,0.0465,-1.2527,-1.1937,0.009,-0.6862,0.3968,-0.3245,-1.1469,-0.5937,0.3941,1.0505,-2.3802,-0.8297,-1.2831,-1.2932,-0.7009,1.2594,-1.0644,-0.4152,0.7716
2wtv,1.1225,0.9964,2.2865,0.6744,0.4153,1.26,0.6124,-0.8372,2.036,0.1403,-0.9929,1.2519,-1.3836,0.9359,-0.2733,0.3354,-0.3595,-0.7009,1.3537,-0.4075,0.5381,0.0671
2x00,1.0598,1.4593,4.8765,0.7981,1.231,1.868,3.1764,-0.4297,-0.1867,-0.3961,-1.276,0.496,0.4627,-0.0144,-0.7199,2.6688,-0.398,-0.1672,-0.8144,-0.6265,0.3615,0.0671
2x0y,-1.2292,0.6620,-1.8535,-0.3793,-0.5691,-0.8186,-1.214,0.0167,-0.4135,-0.4765,-0.3136,0.1452,0.3044,-0.7115,-0.5106,-0.214,-0.3856,-0.1672,0.3163,0.0304,-0.9016,-0.4026
2x8z,0.0900,0.3038,1.5065,-0.9569,-1.0426,-0.3545,-0.6573,0.5157,-1.2618,-0.5838,0.0115,0.1508,1.2238,0.9694,0.0257,0.3822,-0.3846,-0.434,-0.8144,-0.8454,-0.6258,-0.1678
2xb8,-0.4642,0.7069,1.1365,0.2719,-0.5519,-0.7438,-0.1649,-0.0003,-0.3325,0.462,1.2461,0.4159,0.2818,0.9595,0.5204,-0.6455,0.5462,0.6333,-0.8144,-0.1886,-0.4152,-0.6375
2xbv,1.5881,0.7702,1.9765,0.9874,0.6493,0.4789,0.1055,-0.6984,1.2974,1.8028,-0.8871,1.504,-1.0294,-1.2104,0.1557,0.0268,-0.341,-0.434,1.285,0.0304,-0.1915,-0.6375
2xdl,-0.6800,0.5821,-3.3535,-0.5032,-0.8434,0.4434,0.1762,0.5762,-0.5213,-0.691,-0.9416,0.2723,0.4702,0.494,-0.8256,0.2723,-0.388,-0.434,-0.8144,-0.8454,-0.9016,-0.6375
2xhm,1.7797,1.0592,0.3465,1.2173,0.8421,0.6073,0.585,0.2692,0.5969,1.3469,0.936,0.9596,-1.1425,0.5344,1.2457,0.7189,0.3119,0.9002,0.7693,0.6872,0.8793,-0.4026
2xnb,1.1219,0.6800,0.3765,0.4139,0.1711,0.2759,0.4048,-0.7878,0.3556,-0.3424,-1.0272,0.0536,-0.2834,-1.0752,-0.4436,0.5701,-0.0606,-0.9677,0.3383,-0.1886,-0.4453,0.0671
2xys,0.3005,1.2038,0.9665,0.2139,0.1873,0.0072,-0.2063,-0.7977,0.0309,-0.4497,-0.9864,-0.9253,0.734,-0.9298,-0.6158,0.7255,-0.0877,-0.7009,-0.8144,-0.8454,0.0716,-0.6375
2y5h,1.0330,0.4244,-0.6635,0.3274,0.4661,0.4351,-0.6862,-0.8251,-0.3756,0.5693,-1.1716,0.9704,0.4476,-0.1701,-0.4565,0.4804,-0.4465,-0.7009,-0.2381,-0.1886,-0.4347,-0.6375
2yfe,-0.4893,0.5139,0.1765,-0.2332,-0.1023,0.8055,0.9694,0.134,0.9303,-1.281,-0.9834,0.0023,-0.3135,0.9342,-1.1313,0.0463,-0.081,-0.1672,-0.8144,-0.8454,0.7823,-0.6375
2yge,-0.2273,0.5104,-1.3935,0.729,0.9818,0.6053,0.442,0.7164,0.5647,0.1403,-0.3744,0.9284,-0.9089,0.363,-0.1334,1.6981,0.8606,1.167,-0.26,0.6872,0.6243,-0.6375
2yki,1.5513,1.0512,3.0065,1.3028,0.9696,1.4041,0.5496,-1.0257,1.9203,0.8106,-0.1239,0.7697,-1.8433,-1.2288,-0.021,0.1375,-0.3562,-0.9677,0.3383,-0.1886,0.8008,-0.4026
2ymd,-0.5289,1.7187,-3.2935,-0.8843,-0.8496,0.066,-0.1793,-0.0856,-0.3284,-0.6642,0.1362,-1.8602,0.6435,0.5342,-0.3996,-0.0205,-0.3234,-0.9677,-0.8144,-1.0644,-0.9016,6.4079
2zjw,-0.3572,0.9027,1.2465,-0.1003,-0.456,0.2677,-0.6862,-0.4595,-0.2327,-0.6642,-1.1221,-0.0015,-0.8184,0.4928,-0.063,-0.7638,0.5035,0.3665,0.2944,0.0304,-0.9016,-0.6375
2zwz,-0.9428,0.5175,1.3365,-1.0414,-1.0531,-1.4785,-0.9148,0.8306,-1.2618,-0.3961,1.3583,-1.7309,1.6081,-0.7815,0.1584,-1.0848,0.3238,-0.434,-0.8144,-0.6265,-0.9016,2.6504
2zx6,2.8675,0.7075,4.1465,-0.0726,-0.054,-0.6779,-0.4079,-0.4836,-0.1395,0.328,1.3209,0.4803,0.3044,-0.7815,0.6378,-0.1295,0.6046,-0.1672,-0.8144,-0.1886,-0.172,2.8852
2zxd,-1.5234,0.5876,-1.2335,-1.0595,-1.0717,-0.8544,-1.214,0.8196,-1.2618,-0.7447,0.4411,-1.6895,1.6383,-0.7813,-0.0441,-0.5364,-0.0269,-0.434,-0.8144,-0.8454,-0.35,1.4761
3acw,-0.9104,1.0110,-1.6935,-0.0735,-0.2264,0.4332,-0.4851,-0.5937,0.6119,-1.281,-0.9834,-1.4252,0.523,-0.8716,-0.9441,-0.0541,-0.6792,-0.9677,-0.8144,-1.2833,1.2872,-0.6375
3ag9,0.0202,1.7144,1.5965,1.2528,3.4568,-2.7186,1.8477,-0.3569,-0.8678,0.6497,0.7118,1.1663,-3.1018,-0.7842,0.2947,2.2044,2.3075,1.167,0.9146,4.1904,-0.3886,1.9458
3ao4,-2.2151,0.4455,-4.3835,-0.676,-0.7955,0.294,-0.4223,-0.5708,-0.5064,-0.3692,-0.6295,-1.8052,0.1236,-0.058,-0.3758,-0.1891,-0.3605,-0.7009,-0.8144,-0.6265,-0.9016,-0.6375
3b3s,-0.8176,0.2689,-3.9035,-1.415,-1.3079,-0.6319,-0.9566,2.372,-1.2618,-1.281,0.2137,-0.6101,1.3293,0.9259,-0.1891,-0.3811,-0.3347,-0.7009,-0.8144,-1.0644,-0.35,-0.6375
3b3w,-1.1397,0.2385,-2.2635,-1.3489,-1.3079,-0.6319,-0.9566,2.372,-1.2618,-0.9592,0.1843,-0.6101,1.3293,0.9259,-0.0587,-0.3811,-0.3347,-0.7009,-0.8144,-1.0644,-0.35,-0.1678
3b68,1.8405,1.1021,1.9465,1.1245,-0.0298,0.8925,0.6687,-0.1798,0.5503,0.5961,-0.6175,0.521,-1.0068,0.339,-0.0865,0.2833,-0.0369,-0.1672,-0.8144,0.2493,-0.9016,0.0671
3bfu,0.4143,0.3783,-0.1835,-0.9449,-1.1736,-1.1429,-1.214,0.2579,-0.7602,-0.0206,1.3003,-0.4621,0.847,0.9258,0.2426,-0.5855,-0.3347,-0.434,-0.8144,-0.4075,-0.9016,0.7716
3bkk,0.4782,1.2821,-0.3735,1.4041,0.7046,0.161,0.3564,-0.3942,2.0929,1.7224,1.0032,0.6859,-1.263,0.9694,0.9618,0.1282,0.5937,0.3665,-0.8144,0.0304,2.26,0.5367
3bpc,-1.4260,1.3491,-1.6535,-0.3912,-0.0064,-1.6724,-0.3721,0.0324,-0.4993,0.3548,1.1546,0.1021,0.1763,0.9276,0.8764,-0.5133,2.6536,2.2344,-0.8144,1.1251,-0.4144,-0.4026
3cft,-1.7611,1.2850,-2.2635,-0.923,-0.7888,0.2718,-0.6862,0.1154,-0.1286,-1.5491,-1.276,-0.4479,0.5606,3.1064,-0.9521,-0.4896,-0.6626,-0.434,0.159,-0.8454,0.0712,-0.6375
3cj2,-2.3259,0.7386,-1.6035,-1.0085,-0.6427,0.8336,0.3709,-0.0033,-0.3815,-1.4687,-0.8153,0.5051,0.9827,-0.6629,-0.9472,0.7582,-0.6413,-0.9677,-0.8144,-1.0644,0.2911,-0.6375
3coy,0.3783,0.8753,-0.4335,0.9989,0.274,-1.0419,-1.214,-0.5571,-0.8678,0.9447,0.8561,0.4739,-0.0724,-0.779,-0.0827,-0.4273,0.3266,0.6333,1.4599,1.3441,-0.0742,0.3019
3cyx,1.5769,0.1451,1.5465,2.0913,2.1809,0.3794,1.547,-0.6237,1.1676,1.2129,0.2308,1.3979,-1.5193,-0.8046,-0.1268,1.4869,0.6497,0.0996,-0.2381,0.6872,1.8002,-0.6375
3d4z,-0.5509,0.4622,-1.5635,-0.7276,-1.0165,-0.6958,-1.214,-0.0451,-0.6939,0.1134,1.4337,-1.704,1.0429,-0.7061,0.6571,-0.6879,0.2416,-0.1672,-0.2381,-0.4075,-0.9016,1.9458
3dd0,2.0764,0.3411,2.5465,-0.8838,-0.7636,0.2769,-0.1231,-0.306,-0.6952,-0.7715,-0.7475,-0.2921,0.8696,0.3805,-0.6482,-1.0848,-1.0024,-0.434,1.328,-0.6265,-0.9016,1.0064
3dxg,-1.8794,0.3015,-4.0535,-0.701,-0.4945,-0.7093,-1.214,-0.0977,-0.2287,-0.4497,-0.6549,-0.0502,0.4175,1.2311,-0.27,-0.6942,-0.3752,1.167,0.2631,0.6872,-0.9016,0.0671
3e93,1.3115,0.9244,2.3965,1.4084,1.1678,1.1982,1.6615,-1.0115,1.1526,0.6497,-0.4935,0.7873,-1.0144,-0.8841,-0.488,1.8467,0.2275,-0.7009,-0.8144,-0.1886,0.0356,-0.6375
3ebp,-0.1853,1.0385,-0.5435,-0.2851,0.2233,0.4448,-0.6862,-0.4968,0.5218,0.1134,-1.276,0.5248,-0.1553,0.528,-0.7943,0.6255,0.2191,-0.1672,-0.8144,-0.4075,0.0517,0.3019
3ehy,-1.5184,0.8295,-0.6035,-0.5712,-0.8202,-0.4103,0.1408,0.4267,-0.5064,-0.4229,-0.3038,0.0279,0.5531,0.9752,-0.1648,-1.0848,-0.3946,0.0996,0.7043,-0.4075,-0.9016,-0.6375
3ejr,1.8886,0.9331,2.1165,0.294,-0.0118,-0.1154,-0.4562,-0.3231,-0.1586,1.2933,1.9129,0.76,0.8018,-0.7856,0.9518,0.2835,-0.052,-0.1672,-0.8144,-0.6265,0.8986,1.4761
3f17,0.3632,0.7760,2.1765,-0.1167,-0.4712,0.4563,-0.2002,-0.1625,0.5914,-0.2083,-0.724,0.0799,-0.0347,-1.7252,-0.0036,-1.0335,-1.2932,-0.434,0.7043,-0.4075,0.8008,-0.6375
3f3a,-0.5775,0.7428,-2.2635,-0.6129,-0.7671,-0.423,-0.7071,-0.0556,-0.1395,0.1939,0.2297,-0.4508,0.3949,0.9258,0.3237,-0.0205,-0.0292,-0.7009,-0.8144,-0.8454,-0.172,0.7716
3f3c,-0.7962,0.8268,-0.4335,-0.684,-1.0911,-0.5284,-0.4432,0.4744,-0.1506,-0.1815,0.46,0.3965,0.6888,0.9258,-0.2068,-0.8437,-0.3347,-0.7009,-0.3067,-1.0644,-0.4152,-0.6375
3f3e,-0.7331,0.4636,1.2465,-1.2816,-1.3079,-0.6319,-0.9566,2.372,-1.2618,-0.8519,0.5122,-0.6101,1.3293,0.9259,-0.5087,-0.3811,-0.3347,-0.7009,-0.8144,-1.0644,-0.35,-0.6375
3f80,-1.2682,1.2358,-2.2335,-0.8314,-1.1949,-0.8165,-0.9357,2.2846,-0.9457,0.033,-0.5634,-0.614,0.8771,0.9259,0.3298,-0.0348,-0.3347,-0.7009,-0.8144,-0.4075,-0.9016,-0.4026
3fcq,-1.9657,0.3428,-3.6835,-0.979,-1.0623,-0.0493,-0.4079,0.4149,-0.3474,-0.5033,0.062,-0.4469,0.3722,0.9343,-0.2856,-0.2881,-0.3946,-0.1672,-0.8144,-0.8454,-0.4152,-0.6375
3fv1,1.6734,0.5123,2.8465,0.0911,-0.5826,-2.1899,-1.214,0.0922,-1.2618,1.0788,2.5171,0.0125,0.8093,0.9596,0.5459,-0.4043,1.4938,0.6333,-0.8144,0.2493,-0.9016,1.0064
3g0w,1.2401,0.7503,3.0665,0.2476,-0.4744,0.758,0.1344,-0.4409,-0.3793,-0.4229,-0.8233,0.6629,0.2667,-0.1024,-0.7859,-0.5073,-0.388,-0.7009,-0.8144,-0.6265,-0.4347,-0.1678
3g2n,0.4875,0.9771,-2.3635,-0.0561,-0.6673,-0.6863,-0.6862,-0.1552,-0.1436,-0.0743,0.7195,0.2608,0.6209,-0.712,-0.1857,-1.0149,0.578,0.3665,-0.8144,-0.1886,-0.172,0.0671
3g2z,-3.2831,0.6870,-4.0935,-1.2624,-1.07,-0.0602,-0.202,-0.3232,-0.8946,-0.8519,-0.2604,-0.2677,0.4627,-1.4395,-0.4231,-0.013,-0.9673,-0.9677,-0.2256,-0.4075,-0.6964,-0.6375
3gbb,-0.3340,0.8211,0.4465,-0.3366,-0.7978,-1.3095,-0.6573,-0.058,-1.2618,0.5157,1.1803,-0.1308,0.8696,0.9596,0.5536,0.1762,0.8546,0.3665,-0.8144,-0.1886,-0.9016,0.5367
3gcs,2.6740,0.6846,0.7965,0.8741,0.1163,1.5731,0.8972,-0.6934,1.1398,0.4889,-0.1413,0.4218,-1.0973,-0.0183,-0.402,0.3886,-0.0246,-0.434,-0.26,-0.1886,-0.4347,-0.6375
3ge7,1.4361,0.9966,2.2465,0.2272,0.4317,-0.528,-0.3934,-0.5997,-0.3998,1.4006,0.7278,0.3839,-0.208,-1.09,0.3107,0.8378,-0.3362,-0.9677,0.913,0.0304,-0.3886,-0.6375
3gnw,2.5299,1.2553,2.6465,1.4307,1.6114,1.9225,1.4265,-0.7831,2.5993,1.2129,-0.331,2.2759,-1.783,0.5096,-0.4151,0.6845,-0.3629,0.0996,1.2431,0.0304,1.3524,-0.6375
3gy4,-1.5418,0.6283,-1.3535,-1.2108,-1.2037,-0.527,-0.1584,0.4026,-0.3325,-0.9056,-1.1511,-2.0001,0.6209,-0.6558,-0.7276,-1.0089,-0.9421,-1.2346,-0.8144,-1.0644,-0.9016,-0.6375
3huc,1.0407,1.1286,-0.4635,-0.1542,0.1416,1.0612,-0.158,-0.6585,1.0242,-0.1815,-1.276,0.0045,-1.2555,-1.4624,-0.7128,-0.1898,-0.6413,-0.9677,0.3383,-0.1886,0.5773,0.3019
3imc,-2.1442,0.3491,-3.4935,-1.0586,-1.0342,0.5338,-0.1584,-0.1958,-0.3134,-1.2005,-1.0829,-1.9434,0.6737,0.4122,-1.131,-0.4599,-0.6969,-0.9677,-0.8144,-1.2833,-0.9016,-0.4026
3ivg,0.1061,0.6553,-2.1535,0.7186,0.3726,0.3638,0.1055,-0.7157,0.616,0.3548,-0.6634,0.4224,-0.728,0.9728,0.8862,0.0679,0.1569,0.0996,0.7043,0.0304,-0.172,-0.6375
3jvs,0.5881,1.3560,0.0865,-0.434,0.2853,1.2534,-0.2145,-0.5803,1.2908,0.1403,-0.6387,0.3637,-1.2103,-1.3234,-0.4113,0.399,-0.9673,-0.7009,0.3666,0.0304,1.6282,0.3019
3k5v,1.1340,0.7618,-0.1535,0.1281,-0.1967,1.0601,0.3694,-0.572,0.8089,-0.6642,-1.276,0.0775,-0.9691,1.2386,-1.0132,-0.1812,-0.3254,-0.7009,0.3383,-0.4075,-0.4152,-0.6375
3kgp,-1.9485,0.3348,-3.8835,-1.1807,-1.1876,-0.5089,-0.971,0.4101,-0.1586,-1.1201,-0.935,-0.7226,0.7415,0.9359,-0.5788,-1.0149,-0.3347,-0.7009,-0.8144,-1.0644,0.0712,-0.6375
3kv2,-1.0972,1.0549,0.8665,-0.8575,-1.2322,-1.3598,-1.214,2.0682,-1.2618,-0.0206,1.2964,-0.5964,0.6285,0.9259,0.817,-0.3984,0.6621,-0.434,-0.8144,-0.1886,-0.6941,0.5367
3kwa,-0.2639,1.4640,-2.3735,-0.9461,-0.7574,-1.3206,-1.214,2.846,-1.2618,-0.8251,-0.4219,-1.8596,1.6383,-1.1064,0.004,0.4744,0.0592,-1.2346,-0.8144,-0.8454,-0.9016,1.9458
3l3n,-0.3828,0.9265,1.7265,1.2831,0.9671,-0.7404,0.3709,-0.2824,0.9787,0.6766,0.7487,1.0074,-1.0219,0.9694,0.8188,1.2547,1.2301,0.0996,-0.8144,0.2493,1.044,0.0671
3l4u,-0.7576,1.2303,1.0665,-0.2404,-0.5981,-1.6315,-1.214,0.9196,-1.2618,-0.1279,0.7581,-1.5599,1.7513,-0.6948,0.2887,-0.1507,1.5293,1.167,-0.8144,0.2493,-0.9016,1.4761
3l4w,-1.7761,0.6890,-0.4535,-0.7874,-1.0086,-1.5784,-1.214,0.8908,-1.2618,-0.3424,0.6103,-1.6682,1.578,-0.7453,-0.1226,-1.2831,0.5752,0.0996,-0.8144,-0.4075,-0.9016,2.6504
3l7b,-0.0936,1.0199,-4.0535,-0.2351,-0.7305,-0.8222,-0.9501,-0.0763,-0.5523,0.0598,0.423,1.3437,0.5908,-0.712,-0.179,-0.9855,0.2895,0.0996,0.2477,0.0304,-0.9016,0.0671
3lka,-1.4953,0.6971,-3.6335,-1.0213,-1.0976,-0.0312,-0.1584,0.3347,-0.5064,-1.1201,-0.8281,-0.3548,0.9525,0.4124,-0.3676,-1.2831,-1.0024,-0.434,0.7517,-0.8454,-0.9016,-0.6375
3mfv,-0.3206,0.5668,-3.9335,-0.7766,-1.053,-0.9732,-0.9357,0.3622,-0.8909,0.033,0.5829,-0.5437,0.5832,0.9259,0.4471,-0.4371,0.3219,-0.7009,-0.2381,-0.4075,-0.9016,-0.4026
3mss,-1.8591,0.6209,-1.7935,-0.8897,-0.3497,0.2221,-0.2002,-0.215,0.7858,-1.2005,-1.276,0.1268,0.003,0.3269,-0.7259,-0.3092,-0.3258,-0.7009,-0.8144,-0.8454,0.8008,-0.6375
